[ 2025-08-25 18:57:51,832 ] 164 numexpr.utils - INFO - NumExpr defaulting to 16 threads.
[ 2025-08-25 18:57:53,872 ] 14 root - INFO - Initiate the data ingestion
[ 2025-08-25 18:57:58,238 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-08-25 18:57:58,238 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-08-25 18:57:58,238 ] 75 root - INFO - Exporting train and test file path.
[ 2025-08-25 18:57:58,276 ] 84 root - INFO - Exported train and test file path.
[ 2025-08-25 18:57:58,276 ] 16 root - INFO - Data initiation completed
[ 2025-08-25 18:57:58,282 ] 19 root - INFO - Initiate the data validation
[ 2025-08-25 18:57:58,368 ] 32 root - INFO - Required number of columns:2
[ 2025-08-25 18:57:58,368 ] 33 root - INFO - Data frame has columns:31
[ 2025-08-25 18:57:58,368 ] 32 root - INFO - Required number of columns:2
[ 2025-08-25 18:57:58,368 ] 33 root - INFO - Data frame has columns:31
[ 2025-08-25 18:57:58,476 ] 21 root - INFO -  Data validation Completed
